Food,Sugar,Carbs,Calories,Fiber,Protein,Fat,Sodium,Risk_Score,Label
black beans cooked,0.0,40.8,227.0,15.0,15.2,0.9,0.008,-32.76568,Highly Recommended
lima beans cooked,5.5,39.3,216.0,13.2,14.7,0.7,0.012,-19.61656,Highly Recommended
mungo beans raw,0.0,122.1,706.0,37.9,52.2,3.4,0.004,-56.63996,Highly Recommended
pigeon peas raw,0.0,128.7,703.0,30.8,44.5,3.1,0.04,-14.59960000000001,Highly Recommended
fava beans canned,0.0,31.8,182.0,9.5,14.0,0.6,1.2,-14.789859999999997,Highly Recommended
yellow snap beans raw,0.0,7.1,31.0,3.4,1.8,0.1,0.085,-9.861135,Highly Recommended
snap beans raw,3.3,7.0,31.0,2.7,1.8,0.2,0.025,-1.8222000000000023,Highly Recommended
yellow snap beans canned,0.0,8.4,36.0,3.6,1.9,0.2,0.6,-9.538640000000001,Highly Recommended
pigeon peas cooked,0.0,39.1,203.0,11.3,11.4,0.6,0.036,-16.179045000000002,Highly Recommended
catjang cowpeas raw,0.0,99.6,573.0,17.9,39.8,3.5,0.07,18.836319999999986,Moderate
navy beans cooked,0.7,47.4,255.0,19.1,15.0,1.1,0.4,-45.49295000000001,Highly Recommended
mothbeans raw,0.0,120.6,672.0,0.0,45.0,3.2,0.001,130.84001,Avoid
cowpeas cooked,2.3,14.5,81.0,4.6,5.4,0.4,0.037,-5.888454999999999,Highly Recommended
mothbeans cooked,0.0,37.1,207.0,0.0,13.8,1.0,0.086,38.302815,Moderate
french beans cooked,0.0,42.5,228.0,16.6,12.5,1.3,0.003,-38.98147000000001,Highly Recommended
lima beans raw,15.1,112.8,602.0,33.8,38.2,1.2,0.078,-31.25421999999999,Highly Recommended
winged beans raw,0.0,75.9,744.0,47.1,54.0,29.7,0.09,-149.64366,Highly Recommended
adzuki beans cooked,0.0,57.0,294.0,16.8,17.3,0.2,0.079,-24.47551,Highly Recommended
black beans raw,4.1,121.0,662.0,30.1,41.9,2.8,0.065,-15.124350000000021,Highly Recommended
catjang cowpeas cooked,0.0,34.7,200.0,6.2,13.9,1.2,0.021,4.801210000000001,Recommended
baby lima beans cooked,2.5,35.0,189.0,10.8,12.0,0.5,0.064,-15.357110000000006,Highly Recommended
cowpeas raw,4.7,8.9,41.0,3.1,3.1,0.3,0.026,1.5249950000000023,Highly Recommended
shellie beans canned,1.5,15.2,74.0,8.3,4.3,0.5,0.8,-24.523280000000007,Highly Recommended
yardlong beans raw,0.0,103.4,579.0,18.4,40.6,2.2,0.057,20.195570000000004,Moderate
pinto beans canned,2.4,36.4,197.0,11.0,11.0,1.3,0.6,-14.93338,Highly Recommended
chickpeas cooked,7.9,45.0,269.0,12.5,14.5,4.2,0.08,-7.178449999999998,Highly Recommended
cranberry beans raw,0.0,117.1,653.0,48.2,44.9,2.4,0.014,-113.98486000000001,Highly Recommended
mungo beans cooked,3.6,33.0,189.0,11.5,13.6,1.0,0.083,-19.73362,Highly Recommended
tamarinds,0.8,1.3,5.0,0.1,0.057,0.013,0.007,3.0066949999999992,Recommended
yellow snap beans cooked,4.5,9.9,44.0,4.1,2.4,0.4,0.096,-5.008699999999999,Highly Recommended
yardlong beans cooked,0.0,36.1,202.0,6.5,14.2,0.8,0.059,4.73442,Recommended
bacon beef steak,0.2,0.2,146.0,0.0,8.2,12.5,0.4,1.43338,Highly Recommended
lamb foreshank raw,0.0,0.0,912.0,0.0,85.8,60.7,0.3,3.0380000000000003,Recommended
bacon,0.2,0.2,106.0,0.0,3.3,10.2,0.1,1.31418,Highly Recommended
lamb rib cooked,0.0,0.0,915.0,0.0,53.9,76.0,0.2,3.802,Recommended
lamb shank raw,0.0,0.0,912.0,0.0,84.3,61.2,0.3,3.0630000000000006,Recommended
scrapple,0.063,4.0,60.0,0.052,2.3,3.9,0.1,4.0596,Recommended
chicken nuggets,0.039,3.0,61.0,0.2,3.2,4.1,0.1,2.2744,Recommended
ground lamb cooked,0.0,0.0,886.0,0.0,77.5,61.5,0.3,3.0780000000000003,Recommended
lamb meat cooked,0.0,0.0,678.0,0.0,63.8,45.0,0.2,2.252,Recommended
meat extender,0.0,33.7,275.0,15.4,33.5,2.6,0.041,-41.779465,Highly Recommended
lamb leg raw,0.0,0.0,1043.0,0.0,81.2,77.4,0.3,3.8730000000000007,Recommended
lamb loin cooked,0.0,0.0,202.0,0.0,16.1,14.8,0.089,0.74089,Highly Recommended
chicken patty,0.0,7.7,172.0,0.2,8.9,11.7,0.3,7.486660000000001,Recommended
lamb shank roasted,0.0,0.0,605.0,0.0,71.0,33.5,0.2,1.677,Highly Recommended
barbecue loaf,0.0,1.5,40.0,0.0,3.6,2.0,0.3,1.6119999999999999,Highly Recommended
lamb sirloin cooked,0.0,0.0,765.0,0.0,64.5,54.2,0.2,2.712,Recommended
poultry salad,0.0,1.0,26.0,0.0,1.5,1.8,0.079,1.0946900000000002,Highly Recommended
ground lamb raw,0.0,0.0,80.0,0.0,4.7,6.6,0.05,0.3305,Highly Recommended
lamb loin raw,0.0,0.0,88.0,0.0,4.6,7.5,0.003,0.37503,Highly Recommended
lamb sirloin raw,0.0,0.0,1234.0,0.0,76.8,100.3,0.3,5.018000000000001,Recommended
sausage patty mcdonalds,0.1,0.4,115.0,0.0,4.3,11.2,0.2,1.2689000000000001,Highly Recommended
lamb foreshank cooked,0.0,0.0,360.0,0.0,42.0,19.9,0.1,0.996,Highly Recommended
ham salad,0.0,4.8,97.0,0.0,3.9,7.0,0.5,5.2248399999999995,Recommended
lamb rib raw,0.0,0.0,1687.0,0.0,65.9,156.0,0.3,7.803000000000001,Recommended
lamb shoulder raw,0.0,0.0,1198.0,0.0,75.2,97.3,0.3,4.868,Recommended
lamb meat raw,0.0,0.0,1102.0,0.0,79.6,84.6,0.3,4.233,Recommended
lamb shoulder cooked,0.0,0.0,750.0,0.0,62.5,53.5,0.2,2.677,Recommended
mutton cooked,0.0,0.027,66.0,0.0,9.5,3.1,0.07,0.18296730000000003,Highly Recommended
lamb leg cooked,0.0,0.0,684.0,0.0,67.7,43.7,0.2,2.187,Recommended
beef stick,0.0,1.1,110.0,0.0,4.3,9.9,0.3,1.61615,Highly Recommended
veal sirloin cooked,0.0,0.0,517.0,0.0,64.1,26.9,0.2,1.347,Highly Recommended
veal rib cooked,0.0,0.0,444.0,0.0,57.4,22.2,0.2,1.112,Highly Recommended
veal meat cooked,0.0,0.0,483.0,0.0,62.9,23.8,0.2,1.1920000000000002,Highly Recommended
beef rib roasted,0.0,0.0,238.0,0.0,15.4,19.1,0.01,0.9551000000000001,Highly Recommended
veal sirloin raw,0.0,0.0,689.0,0.0,86.5,35.4,0.3,1.773,Highly Recommended
beef top loin filet grilled,0.0,0.8,323.0,0.0,37.0,19.0,0.1,1.78976,Highly Recommended
beef under blade steak cooked,0.0,0.0,983.0,0.0,140.8,46.7,0.3,2.3380000000000005,Recommended
mock tender steak raw,0.0,0.0,244.0,0.0,42.2,8.3,0.2,0.41700000000000004,Highly Recommended
ground beef cooked,0.0,0.0,375.0,0.0,35.5,24.8,0.1,1.241,Highly Recommended
ground beef raw,0.0,0.0,1506.0,0.0,65.1,136.1,0.3,6.808,Recommended
beef diced asda,0.054,10.5,48.0,0.0,0.0,0.7,0.0,10.7726,Moderate
veal rib raw,0.0,0.0,735.0,0.0,85.5,40.9,0.4,2.049,Recommended
ground veal raw,0.0,0.0,41.0,0.0,5.5,1.9,0.029,0.09529,Highly Recommended
t bone steak cooked,0.0,0.0,1049.0,0.0,89.3,74.1,0.2,3.707,Recommended
veal leg round raw,0.0,0.0,531.0,0.0,95.2,14.0,0.3,0.7030000000000001,Highly Recommended
beef top sirloin steak raw,0.0,0.0,1222.0,0.0,123.4,77.3,0.3,3.8680000000000003,Recommended
beef plate steak grilled,0.0,0.0,508.0,0.0,47.1,35.6,0.1,1.7810000000000001,Highly Recommended
ground veal cooked,0.0,0.0,514.0,0.0,72.9,22.6,0.2,1.1320000000000001,Highly Recommended
veal leg round cooked,0.0,0.0,574.0,0.0,98.4,17.2,0.2,0.862,Highly Recommended
porterhouse steak raw,0.0,0.0,1170.0,0.0,81.6,91.1,0.2,4.5569999999999995,Recommended
veal shank raw,0.0,0.0,513.0,0.0,86.9,15.8,0.4,0.794,Highly Recommended
veal breast cooked,0.0,0.0,753.0,0.0,76.3,47.5,0.2,2.377,Recommended
corned beef canned,0.0,0.0,53.0,0.0,5.7,3.1,0.2,0.15700000000000003,Highly Recommended
rib eye steak grilled,0.0,0.0,680.0,0.0,62.4,47.7,0.1,2.386,Recommended
veal shoulder raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Highly Recommended
t bone steak raw,0.0,0.0,1052.0,0.0,85.7,76.3,0.2,3.8169999999999997,Recommended
sirloin steak,0.0,0.0,324.0,0.0,49.5,14.1,0.6,0.7110000000000001,Highly Recommended
mock tender steak cooked,0.0,0.0,137.0,0.0,21.9,4.9,0.028,0.24528000000000003,Highly Recommended
beef round steak cooked,0.0,0.0,385.0,0.0,64.8,12.1,0.011,0.60511,Highly Recommended
chuck blade roast raw,0.0,0.0,1125.0,0.0,77.8,88.0,0.3,4.4030000000000005,Recommended
beef shoulder steak raw,0.0,0.0,349.0,0.0,48.2,17.3,0.2,0.8670000000000001,Highly Recommended
beef top blade cooked,0.0,0.0,184.0,0.0,21.9,10.0,0.002,0.50002,Highly Recommended
corned beef cooked,0.0,0.006,53.0,0.0,3.8,4.0,0.2,0.2080477,Highly Recommended
beef round steak raw,0.0,0.0,753.0,0.0,100.1,36.0,0.3,1.803,Highly Recommended
beef shoulder steak grilled,0.0,0.0,155.0,0.0,24.0,5.8,0.014,0.29013999999999995,Highly Recommended
chuck eye steak raw,0.0,0.0,856.0,0.0,72.4,62.8,0.3,3.1430000000000002,Recommended
beef bottom round steak cooked,0.0,0.0,980.0,0.0,155.8,35.1,0.2,1.7570000000000001,Highly Recommended
porterhouse steak cooked,0.0,0.0,235.0,0.0,20.4,16.4,0.085,0.82085,Highly Recommended
beef under blade steak raw,0.0,0.0,1235.0,0.0,126.8,80.8,0.3,4.043,Recommended
beef plate steak raw,0.0,0.9,617.0,0.0,47.8,46.8,0.2,3.3252949999999997,Recommended
beef meat canned,0.0,0.0,111.0,0.0,9.2,7.9,0.095,0.39595,Highly Recommended
beef breakfast strips raw,0.0,0.2,92.0,0.0,2.8,8.8,0.2,0.6447600000000001,Highly Recommended
beef brisket cooked,0.0,0.0,589.0,0.0,46.0,43.6,0.1,2.181,Recommended
corned beef raw,0.0,0.6,898.0,0.0,66.6,67.6,5.5,4.115819999999999,Recommended
beef mince meat asda,0.054,6.8,55.0,0.0,0.0,3.1,0.0,7.1731,Recommended
pastrami beef fat free,0.0,0.1,9.0,0.0,1.9,0.1,0.005,0.105185,Highly Recommended
rib eye steak raw,0.0,0.4,743.0,0.0,62.8,54.5,0.2,3.17158,Recommended
beef tenderloin steak cooked,0.0,0.0,374.0,0.0,37.0,24.0,0.061,1.2006100000000002,Highly Recommended
chuck blade roast cooked,0.0,0.0,842.0,0.0,66.1,62.0,0.2,3.102,Recommended
cured beef dried,0.006,0.06,4.0,0.0,0.9,0.019,0.049,0.079476,Highly Recommended
beef flank steak cooked,0.0,0.0,380.0,0.0,51.8,17.5,0.068,0.87568,Highly Recommended
chuck eye steak grilled,0.0,0.0,853.0,0.0,76.9,60.5,0.2,3.027,Recommended
veal meat raw,0.0,0.0,653.0,0.0,87.8,30.7,0.4,1.5390000000000001,Highly Recommended
veal loin cooked,0.0,0.0,80.0,0.0,8.5,4.9,0.001,0.24501000000000003,Highly Recommended
veal loin raw,0.0,0.0,46.0,0.0,5.3,2.6,0.079,0.13079000000000002,Highly Recommended
veal shoulder cooked,0.0,0.0,435.0,0.0,61.2,19.4,0.2,0.972,Highly Recommended
beef tenderloin steak raw,0.0,0.0,405.0,0.0,32.2,29.8,0.032,1.4903200000000003,Highly Recommended
veal shank cooked,0.0,0.0,371.0,0.0,61.2,12.0,0.2,0.6020000000000001,Highly Recommended
beef brisket raw,0.0,0.0,1139.0,0.0,83.6,86.5,0.3,4.328,Recommended
pastrami beef,0.08,0.3,104.0,0.0,15.5,4.1,0.8,0.75768,Highly Recommended
beef flank steak raw,0.0,0.0,47.0,0.0,6.0,2.3,0.054,0.11553999999999999,Highly Recommended
beef top sirloin steak cooked,0.0,0.0,430.0,0.0,47.7,25.2,0.055,1.26055,Highly Recommended
veal breast raw,0.0,0.0,943.0,0.0,79.2,66.9,0.3,3.3480000000000008,Recommended
beef rib raw,0.0,0.0,1433.0,0.0,73.8,123.8,0.2,6.192,Recommended
beef jerky,1.8,2.2,82.0,0.4,6.6,5.1,0.4,5.106059999999999,Recommended
beef breakfast strips cooked,0.0,0.2,51.0,0.0,3.5,3.9,0.3,0.39953000000000005,Highly Recommended
pork olive loaf,0.0,2.6,66.0,0.0,3.3,4.6,0.3,2.85874,Recommended
beef luncheon meat jellied,0.0,0.0,31.0,0.0,5.3,0.9,0.4,0.049,Highly Recommended
turkey pastrami,1.0,0.5,38.0,0.062,4.6,1.8,0.3,3.16495,Recommended
pork salami,0.0,0.2,41.0,0.0,2.3,3.4,0.2,0.37323000000000006,Highly Recommended
canadian style bacon raw,0.0,0.5,45.0,0.0,5.9,2.0,0.3,0.606375,Highly Recommended
honey loaf,2.6,2.6,85.0,0.0,9.9,3.6,0.4,10.617149999999999,Moderate
pork beef salami,0.008,0.076,37.0,0.0,2.1,3.1,0.2,0.25742180000000003,Highly Recommended
beef pork bologna,1.3,1.6,92.0,0.0,4.6,7.4,0.3,5.89508,Recommended
pork beef salami cooked,0.1,0.3,41.0,0.0,2.7,3.2,0.2,0.7638450000000001,Highly Recommended
pork breakfast strips raw,0.0,0.2,88.0,0.0,2.7,8.4,0.2,0.6246400000000001,Highly Recommended
pickle pimiento loaf,3.2,3.2,86.0,0.6,4.3,6.1,0.4,8.98028,Moderate
luxury loaf,0.0,1.4,39.0,0.0,5.2,1.3,0.3,1.4761899999999997,Highly Recommended
mortadella,0.0,0.5,47.0,0.0,2.5,3.8,0.2,0.695525,Highly Recommended
pork bologna,0.0,0.2,69.0,0.0,4.3,5.6,0.3,0.48507,Highly Recommended
turkey salami cooked,0.063,0.081,9.0,0.054,1.0,0.5,0.023,-0.07996065,Highly Recommended
pepperoni beef,0.0,0.0,10.0,0.0,0.5,0.9,0.09,0.0459,Highly Recommended
peppered loaf,1.3,1.3,42.0,0.0,4.9,1.8,0.2,5.30019,Recommended
luncheon meat beef,0.0,0.0,10.0,0.0,1.8,0.3,0.1,0.016,Highly Recommended
lebanon bologna,0.0,0.3,98.0,0.0,10.8,6.0,0.8,0.6124100000000001,Highly Recommended
chicken pork bologna,0.0,1.2,94.0,0.0,2.9,8.6,0.3,1.6499199999999998,Highly Recommended
turkey roll,0.0,0.6,40.0,0.0,4.9,1.9,0.1,0.6996,Highly Recommended
beef salami cooked,0.4,0.5,68.0,0.0,3.3,5.8,0.3,1.9981000000000002,Highly Recommended
yachtwurst cooked,0.0,0.8,150.0,0.0,8.3,12.7,0.5,1.458,Highly Recommended
italian salami,0.1,0.1,43.0,0.0,2.2,3.7,0.2,0.5876450000000001,Highly Recommended
turkey ham,0.1,0.3,38.0,0.0,5.5,1.6,0.3,0.68471,Highly Recommended
turkey bologna,0.8,1.3,59.0,0.1,3.2,4.5,0.3,3.2445049999999998,Recommended
sliced turkey breast,0.1,0.4,17.0,0.0,2.4,0.6,0.1,0.7320200000000001,Highly Recommended
luncheon meat pork beef,0.0,0.7,99.0,0.0,3.5,9.0,0.4,1.164395,Highly Recommended
beef bologna,0.6,1.3,90.0,0.0,3.3,7.8,0.3,3.51055,Recommended
turkey bacon cooked,0.0,2.5,313.0,0.0,24.3,22.9,1.9,3.781375,Recommended
ground emu cooked,0.0,0.0,178.0,0.0,31.0,5.1,0.025,0.25525,Highly Recommended
ostrich leg raw,0.0,0.0,94.0,0.0,19.0,1.5,0.067,0.07567000000000002,Highly Recommended
ostrich strip raw,0.0,0.0,108.0,0.0,20.1,2.4,0.086,0.12086,Highly Recommended
emu fillet cooked,0.0,0.0,607.0,0.0,123.2,9.1,0.2,0.457,Highly Recommended
ostrich tenderloin raw,0.0,0.0,105.0,0.0,18.8,2.7,0.005,0.13505,Highly Recommended
emu drums cooked,0.0,0.0,649.0,0.0,134.7,8.4,0.5,0.42500000000000004,Highly Recommended
green turtle raw,0.0,0.0,25.0,0.0,5.6,0.1,0.099,0.0059900000000000005,Highly Recommended
ground bison cooked,0.0,0.0,448.0,0.0,63.6,21.6,0.2,1.082,Highly Recommended
goat meat raw,0.0,0.0,494.0,0.0,93.4,10.5,0.4,0.529,Highly Recommended
ground emu raw,0.0,0.0,157.0,0.0,26.6,4.7,0.062,0.23562000000000002,Highly Recommended
ground ostrich raw,0.0,0.0,180.0,0.0,22.0,9.5,0.021,0.47521,Highly Recommended
ostrich tip cooked,0.0,0.0,123.0,0.0,24.2,2.2,0.086,0.11086000000000001,Highly Recommended
caribou cooked,0.0,0.0,210.0,0.0,38.0,6.4,0.004,0.32004000000000005,Highly Recommended
ground ostrich cooked,0.0,0.0,163.0,0.0,24.3,6.6,0.099,0.33099,Highly Recommended
ostrich leg cooked,0.0,0.0,120.0,0.0,24.7,1.6,0.016,0.08016000000000001,Highly Recommended
ostrich top loin cooked,0.0,0.0,132.0,0.0,23.9,3.3,0.029,0.16529000000000002,Highly Recommended
ostrich strip cooked,0.0,0.0,139.0,0.0,25.0,3.6,0.034,0.18034000000000003,Highly Recommended
ostrich tip raw,0.0,0.0,97.0,0.0,18.6,2.0,0.041,0.10041,Highly Recommended
ostrich round raw,0.0,0.0,99.0,0.0,18.7,2.0,0.074,0.10074000000000001,Highly Recommended
ground bison raw,0.0,0.099,124.0,0.0,17.2,6.1,0.042,0.4062614,Highly Recommended
ostrich fan raw,0.0,0.0,99.0,0.0,18.5,2.3,0.04,0.11539999999999999,Highly Recommended
ostrich top loin raw,0.0,0.0,101.0,0.0,18.4,2.5,0.073,0.12573,Highly Recommended
veal brain cooked,0.0,0.0,461.0,0.0,38.9,32.6,0.5,1.635,Highly Recommended
veal tongue cooked,0.0,0.0,515.0,0.0,65.9,25.8,0.2,1.292,Highly Recommended
beef heart cooked,0.0,0.057,47.0,0.0,8.1,1.3,0.024,0.12264185000000001,Highly Recommended
turkey liver cooked,0.0,0.0,100.0,0.0,14.3,4.3,0.083,0.21583,Highly Recommended
veal thymus cooked,0.0,0.0,35.0,0.0,6.4,0.9,0.036,0.045360000000000004,Highly Recommended
beef brain cooked,0.0,0.0,688.0,0.0,44.1,55.6,0.6,2.786,Recommended
beef pancreas cooked,0.0,0.0,602.0,0.0,60.2,38.2,0.1,1.911,Highly Recommended
beef tripe cooked,0.0,1.7,80.0,0.0,10.0,3.4,0.045,1.89085,Highly Recommended
chicken gizzard cooked,0.0,0.0,223.0,0.0,44.1,3.9,0.069,0.19569,Highly Recommended
pork pancreas cooked,0.0,0.0,537.0,0.0,69.8,26.5,0.1,1.326,Highly Recommended
beef tongue cooked,0.0,0.0,80.0,0.0,5.5,6.3,0.029,0.31529,Highly Recommended
lamb heart cooked,0.0,3.7,353.0,0.0,47.7,15.1,0.1,4.651915000000001,Recommended
beef spleen cooked,0.0,0.0,447.0,0.0,77.3,12.9,0.2,0.647,Highly Recommended
veal kidneys cooked,0.0,0.0,300.0,0.0,48.4,10.4,0.2,0.522,Highly Recommended
chicken heart cooked,0.0,0.1,268.0,0.0,38.3,11.5,0.081,0.67983,Highly Recommended
lamb tongue cooked,0.0,0.0,701.0,0.0,55.0,51.7,0.2,2.587,Recommended
veal heart cooked,0.0,0.3,368.0,0.0,57.7,13.4,0.1,0.9875600000000001,Highly Recommended
chicken liver cooked,0.0,0.5,76.0,0.0,11.3,2.8,0.079,0.64649,Highly Recommended
lamb pancreas cooked,0.0,0.0,541.0,0.0,52.7,34.9,0.1,1.746,Highly Recommended
veal spleen cooked,0.0,0.0,445.0,0.0,83.1,10.0,0.2,0.502,Highly Recommended
lamb liver cooked,0.0,8.5,739.0,0.0,102.7,29.6,0.2,10.924225000000002,Moderate
turkey gizzard cooked,0.0,0.0,70.0,0.0,11.9,2.1,0.031,0.10531000000000001,Highly Recommended
lamp spleen cooked,0.0,0.0,460.0,0.0,78.1,14.1,0.2,0.7070000000000001,Highly Recommended
turkey heart cooked,0.0,0.0,35.0,0.0,5.0,1.5,0.046,0.07546000000000001,Highly Recommended
beef liver cooked,0.0,3.5,130.0,0.0,19.8,3.6,0.068,3.74893,Recommended
lamb lungs cooked,0.0,0.0,431.0,0.0,75.7,11.8,0.3,0.5930000000000001,Highly Recommended
pork brain cooked,0.0,0.0,527.0,0.0,46.4,36.3,0.3,1.8179999999999998,Highly Recommended
goose liver,0.0,5.9,125.0,0.0,15.4,4.0,0.1,6.211625000000001,Recommended
pork kidneys cooked,0.0,0.0,211.0,0.0,35.6,6.6,0.1,0.331,Highly Recommended
lamb brain cooked,0.0,0.0,503.0,0.0,43.5,35.3,0.5,1.7699999999999998,Highly Recommended
pork heart cooked,0.0,0.6,215.0,0.0,34.2,7.3,0.053,0.98488,Highly Recommended
lamb kidneys cooked,0.0,2.5,349.0,0.0,60.3,9.2,0.4,3.094875,Recommended
beef lungs cooked,0.0,0.0,364.0,0.0,61.8,11.2,0.3,0.563,Highly Recommended
veal pancreas cooked,0.0,0.0,614.0,0.0,69.8,35.0,0.2,1.752,Highly Recommended
pork liver cooked,0.0,13.3,584.0,0.0,92.1,15.6,0.2,15.24708,Moderate
beef kidneys cooked,0.0,0.0,45.0,0.0,7.7,1.3,0.029,0.06529,Highly Recommended
turkey giblets cooked,0.0,0.0,164.0,0.0,25.1,6.3,0.1,0.316,Highly Recommended
duck liver raw,0.0,1.6,60.0,0.0,8.2,2.0,0.089,1.7152900000000002,Highly Recommended
veal liver cooked,0.0,3.0,154.0,0.0,22.7,5.0,0.046,3.31976,Recommended
pork lungs cooked,0.0,0.0,297.0,0.0,49.8,9.3,0.2,0.4670000000000001,Highly Recommended
veal lungs cooked,0.0,0.0,312.0,0.0,56.2,7.9,0.2,0.397,Highly Recommended
beef thymus cooked,0.0,0.0,1215.0,0.0,83.2,95.2,0.4,4.764,Recommended
ham,0.3,1.0,46.0,0.4,4.6,2.5,0.2,-0.5511000000000001,Highly Recommended
pork meat cooked,0.0,0.0,283.0,0.0,14.1,14.1,0.7,0.7120000000000001,Highly Recommended
bacon roasted,0.0,0.1,43.0,0.0,3.0,3.3,0.034,0.265985,Highly Recommended
pork top loin roasts raw,0.0,0.0,3644.0,0.0,468.4,182.8,1.0,9.15,Moderate
pork blade roll raw,0.0,0.0,76.0,0.0,4.7,6.2,0.4,0.31400000000000006,Highly Recommended
pork backribs raw,0.0,0.0,2399.0,0.0,204.2,174.9,0.9,8.754000000000001,Moderate
pork spareribs cooked,0.0,0.0,703.0,0.0,51.4,53.6,0.2,2.682,Recommended
pork stomach cooked,0.0,0.029,44.0,0.0,6.1,2.1,0.035,0.1345414,Highly Recommended
honey smoked ham cooked,0.0,4.0,67.0,0.0,9.9,1.3,0.5,4.1102,Recommended
boston butt steak raw,0.0,0.0,844.0,0.0,79.0,56.1,0.3,2.8080000000000003,Recommended
pork sirloin chops cooked,0.0,0.0,140.0,0.0,23.3,4.5,0.001,0.22501000000000002,Highly Recommended
pork country style ribs raw,0.0,0.0,242.0,0.0,24.8,15.1,0.061,0.75561,Highly Recommended
ham patties,0.0,1.1,205.0,0.0,8.3,18.3,0.7,2.055825,Recommended
pork feet cooked,0.0,0.0,67.0,0.0,6.2,4.5,0.046,0.22546,Highly Recommended
ground pork cooked,0.0,0.0,930.0,0.0,80.4,65.0,0.2,3.252,Recommended
pork centre loin chops cooked,0.0,0.0,328.0,0.0,40.2,17.4,0.065,0.87065,Highly Recommended
pork leg cap steak cooked,0.0,0.0,307.0,0.0,53.5,8.6,0.1,0.431,Highly Recommended
pork blade chops raw,0.0,0.0,376.0,0.0,55.8,15.4,0.2,0.772,Highly Recommended
pork tenderloin raw,0.0,0.0,606.0,0.0,104.3,17.8,0.3,0.8930000000000001,Highly Recommended
pork sirloin chops raw,0.0,0.0,1090.0,0.0,205.5,23.3,0.6,1.171,Highly Recommended
pork leg cap steak raw,0.0,0.0,284.0,0.0,50.0,7.8,0.2,0.392,Highly Recommended
pork carcass raw,0.0,0.0,1706.0,0.0,63.1,159.1,0.2,7.957,Recommended
pork splean cooked,0.0,0.0,446.0,0.0,84.3,9.6,0.3,0.483,Highly Recommended
chopped ham,0.0,1.2,50.0,0.0,4.6,2.9,0.3,1.3569999999999998,Highly Recommended
pork centre loin chops raw,0.0,0.0,338.0,0.0,41.2,18.0,0.1,0.901,Highly Recommended
pork blade chops cooked,0.0,1.1,265.0,0.0,32.4,14.6,0.072,1.8744450000000001,Highly Recommended
boston butt steak cooked,0.0,0.0,494.0,0.0,46.4,32.7,0.1,1.6360000000000001,Highly Recommended
pork meat raw,0.0,0.0,179.0,0.0,2.6,18.6,0.021,0.9302100000000002,Highly Recommended
pork top loin chops raw,0.0,0.0,287.0,0.0,39.9,12.8,0.099,0.6409900000000002,Highly Recommended
pork blade steak braised,0.0,0.087,694.0,0.0,68.2,44.7,0.4,2.3350567000000004,Recommended
pork boston steaks cooked,0.0,0.0,438.0,0.0,43.2,28.1,0.1,1.4060000000000001,Highly Recommended
bacon cooked,0.0,0.068,43.0,0.0,3.5,3.1,0.2,0.22543860000000004,Highly Recommended
pickled pork hocks,0.0,0.0,48.0,0.0,5.4,3.0,0.3,0.15300000000000002,Highly Recommended
pork boston roast cooked,0.0,0.0,705.0,0.0,60.5,49.4,0.2,2.472,Recommended
canadian style bacon grilled,0.0,0.3,43.0,0.0,5.7,2.0,0.4,0.40593500000000005,Highly Recommended
ham steak,0.0,0.0,70.0,0.0,11.1,2.4,0.7,0.127,Highly Recommended
pork backfat,0.0,0.0,3683.0,0.0,13.2,402.3,0.064,20.115640000000003,Moderate
bacon baked,0.0,0.1,44.0,0.0,2.9,3.5,0.2,0.27766,Highly Recommended
pork arm picnic raw,0.0,0.0,5298.0,0.0,513.6,343.4,2.3,17.192999999999998,Moderate
salt pork raw,0.0,0.0,212.0,0.0,1.4,22.8,0.8,1.1480000000000001,Highly Recommended
pork arm picnic cooked,0.0,0.0,5292.0,0.0,560.3,322.7,2.2,16.157,Moderate
pork top loin chops cooked,0.0,0.0,270.0,0.0,39.4,11.2,0.064,0.5606399999999999,Highly Recommended
ground pork raw,0.0,0.0,329.0,0.0,21.1,26.5,0.033,1.3253300000000001,Highly Recommended
pork shoulder raw,0.0,0.0,1070.0,0.0,77.9,81.6,0.3,4.083,Recommended
pork chitterlings cooked,0.0,0.0,66.0,0.0,3.5,5.8,0.078,0.29078,Highly Recommended
pork breakfast strips cooked,0.0,0.1,52.0,0.0,3.3,4.1,0.2,0.30778,Highly Recommended
pork blade roll roasted,0.0,1.4,1079.0,0.0,65.0,88.3,3.7,6.078589999999999,Recommended
pork tail cooked,0.0,0.0,1089.0,0.0,46.8,98.5,0.093,4.925930000000001,Recommended
pork centre rib roasts raw,0.0,0.0,275.0,0.0,44.0,9.7,0.1,0.486,Highly Recommended
pork centre rib roasts roasted,0.0,0.0,1942.0,0.0,211.3,114.9,0.7,5.752000000000001,Recommended
minced ham,0.0,0.4,55.0,0.0,3.4,4.3,0.3,0.6213000000000001,Highly Recommended
ham roasted,0.0,0.6,316.0,0.0,28.7,21.3,1.3,1.7064400000000002,Highly Recommended
pork loin raw,0.0,0.0,232.0,0.0,23.1,14.7,0.003,0.73503,Highly Recommended
pork backribs roasted,0.0,0.0,2564.0,0.0,202.0,188.9,0.8,9.453,Moderate
pork belly raw,0.0,0.0,2350.0,0.0,42.4,240.5,0.1,12.026,Moderate
